Paper ID,Problem ROR,Institution Name,Type,Ground Truth RORs,Predicted RORs
2311.03261,https://ror.org/05p8z3f47,Purdue University,False Negative (missed),"['https://ror.org/05a28rw58', 'https://ror.org/00mkhxb43', 'https://ror.org/0153tk833', 'https://ror.org/01v29qb04', 'https://ror.org/042nb2s44', 'https://ror.org/0524sp257', 'https://ror.org/0238rvs44', 'https://ror.org/02bfwt286', 'https://ror.org/029brtt94', 'https://ror.org/00jjx8s55', 'https://ror.org/04t3en479', 'https://ror.org/05dxps055', 'https://ror.org/05qwgg493', 'https://ror.org/022kthw22', 'https://ror.org/02y3ad647', 'https://ror.org/01ggx4157', 'https://ror.org/05n3dz165', 'https://ror.org/03nawhv43', 'https://ror.org/036jqmy94', 'https://ror.org/05x2bcf33', 'https://ror.org/01js2sh04', 'https://ror.org/006e5kg04', 'https://ror.org/00za53h95', 'https://ror.org/05rrcem69', 'https://ror.org/00g30e956', 'https://ror.org/05bqach95', 'https://ror.org/017zqws13', 'https://ror.org/02crff812', 'https://ror.org/008zs3103', 'https://ror.org/0281dp749', 'https://ror.org/05p8z3f47', 'https://ror.org/001tmjg57', 'https://ror.org/040af2s02', 'https://ror.org/00jc20583', 'https://ror.org/041kmwe10', 'https://ror.org/05gq02987', 'https://ror.org/02t274463', 'https://ror.org/05bnh6r87', 'https://ror.org/000e0be47', 'https://ror.org/02gfc7t72', 'https://ror.org/03y7q9t39', 'https://ror.org/05vt9qd57', 'https://ror.org/0168r3w48', 'https://ror.org/03xjwb503', 'https://ror.org/044yd9t77', 'https://ror.org/047s2c258', 'https://ror.org/03b94tp07', 'https://ror.org/01y2jtd41', 'https://ror.org/04xfq0f34', 'https://ror.org/046rm7j60', 'https://ror.org/03cve4549', 'https://ror.org/01f5ytq51', 'https://ror.org/020hgte69', 'https://ror.org/00hx57361', 'https://ror.org/00cv9y106']","['https://ror.org/03eh3y714', 'https://ror.org/01070mq45', 'https://ror.org/0547yzj13', 'https://ror.org/05m7pjf47', 'https://ror.org/041nk4h53', 'https://ror.org/03v0r5n49', 'https://ror.org/05g3dte14', 'https://ror.org/059636586', 'https://ror.org/00aamz256', 'https://ror.org/05g3mes96', 'https://ror.org/03x8rhq63', 'https://ror.org/040kx1j83', 'https://ror.org/01r2c3v86', 'https://ror.org/001tmjg57', 'https://ror.org/01vj6ck58', 'https://ror.org/0198v2949', 'https://ror.org/05vss7635', 'https://ror.org/05kzjxq56', 'https://ror.org/05j3snm48', 'https://ror.org/04h9pn542', 'https://ror.org/00aft1q37', 'https://ror.org/02qjrjx09', 'https://ror.org/047s2c258', 'https://ror.org/03y7q9t39', 'https://ror.org/00bas1c41', 'https://ror.org/02mw21745', 'https://ror.org/04q78tk20', 'https://ror.org/01x2x1522', 'https://ror.org/03gq8fr08', 'https://ror.org/02vv5y108', 'https://ror.org/03eqd4a41', 'https://ror.org/00a2xv884', 'https://ror.org/00za53h95', 'https://ror.org/03kn4xv14', 'https://ror.org/0420db125', 'https://ror.org/05a28rw58', 'https://ror.org/00z34yn88', 'https://ror.org/02r2k1c68', 'https://ror.org/00nzsxq20', 'https://ror.org/03nadee84', 'https://ror.org/02wnmk332', 'https://ror.org/040c17130', 'https://ror.org/00m6w7z96', 'https://ror.org/02yg0nm07', 'https://ror.org/01ggx4157', 'https://ror.org/035dsb084', 'https://ror.org/006gksa02', 'https://ror.org/03znpfq81', 'https://ror.org/017zqws13', 'https://ror.org/04keq6987', 'https://ror.org/02ttsq026', 'https://ror.org/04xreqs31', 'https://ror.org/04gzb2213', 'https://ror.org/058t6p923', 'https://ror.org/03awzbc87', 'https://ror.org/05p1j8758', 'https://ror.org/02avf8f85', 'https://ror.org/02phn5242', 'https://ror.org/035seyp42', 'https://ror.org/03a5qrr21', 'https://ror.org/02drrjp49', 'https://ror.org/008x57b05', 'https://ror.org/01zqcg218', 'https://ror.org/01st30669', 'https://ror.org/04jgqpc26', 'https://ror.org/03cx6bg69', 'https://ror.org/04atsbb87', 'https://ror.org/036trcv74', 'https://ror.org/0064kty71', 'https://ror.org/022hq6c49', 'https://ror.org/02jv3k292', 'https://ror.org/01y64my43', 'https://ror.org/00cv9y106', 'https://ror.org/00mkhxb43', 'https://ror.org/03bp5hc83', 'https://ror.org/03p9gxz72', 'https://ror.org/00dn4t376', 'https://ror.org/04j0x0h93', 'https://ror.org/03xejxm22', 'https://ror.org/02teq1165', 'https://ror.org/00987cb86', 'https://ror.org/02pq29p90', 'https://ror.org/014weej12', 'https://ror.org/05qwgg493', 'https://ror.org/02y3ad647', 'https://ror.org/01swcva92', 'https://ror.org/02vm5rt34', 'https://ror.org/006e5kg04', 'https://ror.org/0491yz035', 'https://ror.org/05bqach95', 'https://ror.org/049jf1a25', 'https://ror.org/008zs3103', 'https://ror.org/02dqehb95', 'https://ror.org/03e1sv842', 'https://ror.org/015kcdd40', 'https://ror.org/043mer456', 'https://ror.org/05gq02987', 'https://ror.org/00tp8bz22', 'https://ror.org/04gnjpq42', 'https://ror.org/047yk3s18', 'https://ror.org/00y0xnp53', 'https://ror.org/0276rjc88', 'https://ror.org/00944ve71', 'https://ror.org/00twb6c09', 'https://ror.org/05k705z76', 'https://ror.org/046865y68', 'https://ror.org/01y2jtd41', 'https://ror.org/00m31ft63', 'https://ror.org/005781934', 'https://ror.org/01f5ytq51', 'https://ror.org/03xrrjk67', 'https://ror.org/05wxkj555', 'https://ror.org/042nb2s44', 'https://ror.org/0153tk833', 'https://ror.org/0524sp257', 'https://ror.org/03ha2q922', 'https://ror.org/04t3en479', 'https://ror.org/01wjejq96', 'https://ror.org/00pg6eq24', 'https://ror.org/03ht1xw27', 'https://ror.org/04wecwh56', 'https://ror.org/00wk2mp56', 'https://ror.org/059sp8j34', 'https://ror.org/01qg3j183', 'https://ror.org/0208vgz68', 'https://ror.org/022kthw22', 'https://ror.org/00c32gy34', 'https://ror.org/02495e989', 'https://ror.org/04c4dkn09', 'https://ror.org/036jqmy94', 'https://ror.org/00af3sa43', 'https://ror.org/05x2bcf33', 'https://ror.org/03z9tma90', 'https://ror.org/02mhbdp94', 'https://ror.org/00ad27c73', 'https://ror.org/00g30e956', 'https://ror.org/05symbg58', 'https://ror.org/01r9htc13', 'https://ror.org/025rrx658', 'https://ror.org/0424j7c73', 'https://ror.org/04p2sbk06', 'https://ror.org/00rs6vg23', 'https://ror.org/033jvzr14', 'https://ror.org/02mpq6x41', 'https://ror.org/05m1gnk07', 'https://ror.org/05478fx36', 'https://ror.org/03p2z7827', 'https://ror.org/041kmwe10', 'https://ror.org/02d6sp246', 'https://ror.org/02v89pq06', 'https://ror.org/05bnh6r87', 'https://ror.org/024d6js02', 'https://ror.org/0046rz373', 'https://ror.org/01hys1667', 'https://ror.org/020f3ap87', 'https://ror.org/05vt9qd57', 'https://ror.org/039shy520', 'https://ror.org/04xfq0f34', 'https://ror.org/046rm7j60', 'https://ror.org/01gb99w41', 'https://ror.org/05en5nh73', 'https://ror.org/020hgte69', 'https://ror.org/00hx57361']"
2311.03261,https://ror.org/00jjx8s55,Commissariat à l’Énergie Atomique (CEA),False Negative (missed),"['https://ror.org/05a28rw58', 'https://ror.org/00mkhxb43', 'https://ror.org/0153tk833', 'https://ror.org/01v29qb04', 'https://ror.org/042nb2s44', 'https://ror.org/0524sp257', 'https://ror.org/0238rvs44', 'https://ror.org/02bfwt286', 'https://ror.org/029brtt94', 'https://ror.org/00jjx8s55', 'https://ror.org/04t3en479', 'https://ror.org/05dxps055', 'https://ror.org/05qwgg493', 'https://ror.org/022kthw22', 'https://ror.org/02y3ad647', 'https://ror.org/01ggx4157', 'https://ror.org/05n3dz165', 'https://ror.org/03nawhv43', 'https://ror.org/036jqmy94', 'https://ror.org/05x2bcf33', 'https://ror.org/01js2sh04', 'https://ror.org/006e5kg04', 'https://ror.org/00za53h95', 'https://ror.org/05rrcem69', 'https://ror.org/00g30e956', 'https://ror.org/05bqach95', 'https://ror.org/017zqws13', 'https://ror.org/02crff812', 'https://ror.org/008zs3103', 'https://ror.org/0281dp749', 'https://ror.org/05p8z3f47', 'https://ror.org/001tmjg57', 'https://ror.org/040af2s02', 'https://ror.org/00jc20583', 'https://ror.org/041kmwe10', 'https://ror.org/05gq02987', 'https://ror.org/02t274463', 'https://ror.org/05bnh6r87', 'https://ror.org/000e0be47', 'https://ror.org/02gfc7t72', 'https://ror.org/03y7q9t39', 'https://ror.org/05vt9qd57', 'https://ror.org/0168r3w48', 'https://ror.org/03xjwb503', 'https://ror.org/044yd9t77', 'https://ror.org/047s2c258', 'https://ror.org/03b94tp07', 'https://ror.org/01y2jtd41', 'https://ror.org/04xfq0f34', 'https://ror.org/046rm7j60', 'https://ror.org/03cve4549', 'https://ror.org/01f5ytq51', 'https://ror.org/020hgte69', 'https://ror.org/00hx57361', 'https://ror.org/00cv9y106']","['https://ror.org/03eh3y714', 'https://ror.org/01070mq45', 'https://ror.org/0547yzj13', 'https://ror.org/05m7pjf47', 'https://ror.org/041nk4h53', 'https://ror.org/03v0r5n49', 'https://ror.org/05g3dte14', 'https://ror.org/059636586', 'https://ror.org/00aamz256', 'https://ror.org/05g3mes96', 'https://ror.org/03x8rhq63', 'https://ror.org/040kx1j83', 'https://ror.org/01r2c3v86', 'https://ror.org/001tmjg57', 'https://ror.org/01vj6ck58', 'https://ror.org/0198v2949', 'https://ror.org/05vss7635', 'https://ror.org/05kzjxq56', 'https://ror.org/05j3snm48', 'https://ror.org/04h9pn542', 'https://ror.org/00aft1q37', 'https://ror.org/02qjrjx09', 'https://ror.org/047s2c258', 'https://ror.org/03y7q9t39', 'https://ror.org/00bas1c41', 'https://ror.org/02mw21745', 'https://ror.org/04q78tk20', 'https://ror.org/01x2x1522', 'https://ror.org/03gq8fr08', 'https://ror.org/02vv5y108', 'https://ror.org/03eqd4a41', 'https://ror.org/00a2xv884', 'https://ror.org/00za53h95', 'https://ror.org/03kn4xv14', 'https://ror.org/0420db125', 'https://ror.org/05a28rw58', 'https://ror.org/00z34yn88', 'https://ror.org/02r2k1c68', 'https://ror.org/00nzsxq20', 'https://ror.org/03nadee84', 'https://ror.org/02wnmk332', 'https://ror.org/040c17130', 'https://ror.org/00m6w7z96', 'https://ror.org/02yg0nm07', 'https://ror.org/01ggx4157', 'https://ror.org/035dsb084', 'https://ror.org/006gksa02', 'https://ror.org/03znpfq81', 'https://ror.org/017zqws13', 'https://ror.org/04keq6987', 'https://ror.org/02ttsq026', 'https://ror.org/04xreqs31', 'https://ror.org/04gzb2213', 'https://ror.org/058t6p923', 'https://ror.org/03awzbc87', 'https://ror.org/05p1j8758', 'https://ror.org/02avf8f85', 'https://ror.org/02phn5242', 'https://ror.org/035seyp42', 'https://ror.org/03a5qrr21', 'https://ror.org/02drrjp49', 'https://ror.org/008x57b05', 'https://ror.org/01zqcg218', 'https://ror.org/01st30669', 'https://ror.org/04jgqpc26', 'https://ror.org/03cx6bg69', 'https://ror.org/04atsbb87', 'https://ror.org/036trcv74', 'https://ror.org/0064kty71', 'https://ror.org/022hq6c49', 'https://ror.org/02jv3k292', 'https://ror.org/01y64my43', 'https://ror.org/00cv9y106', 'https://ror.org/00mkhxb43', 'https://ror.org/03bp5hc83', 'https://ror.org/03p9gxz72', 'https://ror.org/00dn4t376', 'https://ror.org/04j0x0h93', 'https://ror.org/03xejxm22', 'https://ror.org/02teq1165', 'https://ror.org/00987cb86', 'https://ror.org/02pq29p90', 'https://ror.org/014weej12', 'https://ror.org/05qwgg493', 'https://ror.org/02y3ad647', 'https://ror.org/01swcva92', 'https://ror.org/02vm5rt34', 'https://ror.org/006e5kg04', 'https://ror.org/0491yz035', 'https://ror.org/05bqach95', 'https://ror.org/049jf1a25', 'https://ror.org/008zs3103', 'https://ror.org/02dqehb95', 'https://ror.org/03e1sv842', 'https://ror.org/015kcdd40', 'https://ror.org/043mer456', 'https://ror.org/05gq02987', 'https://ror.org/00tp8bz22', 'https://ror.org/04gnjpq42', 'https://ror.org/047yk3s18', 'https://ror.org/00y0xnp53', 'https://ror.org/0276rjc88', 'https://ror.org/00944ve71', 'https://ror.org/00twb6c09', 'https://ror.org/05k705z76', 'https://ror.org/046865y68', 'https://ror.org/01y2jtd41', 'https://ror.org/00m31ft63', 'https://ror.org/005781934', 'https://ror.org/01f5ytq51', 'https://ror.org/03xrrjk67', 'https://ror.org/05wxkj555', 'https://ror.org/042nb2s44', 'https://ror.org/0153tk833', 'https://ror.org/0524sp257', 'https://ror.org/03ha2q922', 'https://ror.org/04t3en479', 'https://ror.org/01wjejq96', 'https://ror.org/00pg6eq24', 'https://ror.org/03ht1xw27', 'https://ror.org/04wecwh56', 'https://ror.org/00wk2mp56', 'https://ror.org/059sp8j34', 'https://ror.org/01qg3j183', 'https://ror.org/0208vgz68', 'https://ror.org/022kthw22', 'https://ror.org/00c32gy34', 'https://ror.org/02495e989', 'https://ror.org/04c4dkn09', 'https://ror.org/036jqmy94', 'https://ror.org/00af3sa43', 'https://ror.org/05x2bcf33', 'https://ror.org/03z9tma90', 'https://ror.org/02mhbdp94', 'https://ror.org/00ad27c73', 'https://ror.org/00g30e956', 'https://ror.org/05symbg58', 'https://ror.org/01r9htc13', 'https://ror.org/025rrx658', 'https://ror.org/0424j7c73', 'https://ror.org/04p2sbk06', 'https://ror.org/00rs6vg23', 'https://ror.org/033jvzr14', 'https://ror.org/02mpq6x41', 'https://ror.org/05m1gnk07', 'https://ror.org/05478fx36', 'https://ror.org/03p2z7827', 'https://ror.org/041kmwe10', 'https://ror.org/02d6sp246', 'https://ror.org/02v89pq06', 'https://ror.org/05bnh6r87', 'https://ror.org/024d6js02', 'https://ror.org/0046rz373', 'https://ror.org/01hys1667', 'https://ror.org/020f3ap87', 'https://ror.org/05vt9qd57', 'https://ror.org/039shy520', 'https://ror.org/04xfq0f34', 'https://ror.org/046rm7j60', 'https://ror.org/01gb99w41', 'https://ror.org/05en5nh73', 'https://ror.org/020hgte69', 'https://ror.org/00hx57361']"
2311.03261,https://ror.org/000e0be47,Northwestern University,False Negative (missed),"['https://ror.org/05a28rw58', 'https://ror.org/00mkhxb43', 'https://ror.org/0153tk833', 'https://ror.org/01v29qb04', 'https://ror.org/042nb2s44', 'https://ror.org/0524sp257', 'https://ror.org/0238rvs44', 'https://ror.org/02bfwt286', 'https://ror.org/029brtt94', 'https://ror.org/00jjx8s55', 'https://ror.org/04t3en479', 'https://ror.org/05dxps055', 'https://ror.org/05qwgg493', 'https://ror.org/022kthw22', 'https://ror.org/02y3ad647', 'https://ror.org/01ggx4157', 'https://ror.org/05n3dz165', 'https://ror.org/03nawhv43', 'https://ror.org/036jqmy94', 'https://ror.org/05x2bcf33', 'https://ror.org/01js2sh04', 'https://ror.org/006e5kg04', 'https://ror.org/00za53h95', 'https://ror.org/05rrcem69', 'https://ror.org/00g30e956', 'https://ror.org/05bqach95', 'https://ror.org/017zqws13', 'https://ror.org/02crff812', 'https://ror.org/008zs3103', 'https://ror.org/0281dp749', 'https://ror.org/05p8z3f47', 'https://ror.org/001tmjg57', 'https://ror.org/040af2s02', 'https://ror.org/00jc20583', 'https://ror.org/041kmwe10', 'https://ror.org/05gq02987', 'https://ror.org/02t274463', 'https://ror.org/05bnh6r87', 'https://ror.org/000e0be47', 'https://ror.org/02gfc7t72', 'https://ror.org/03y7q9t39', 'https://ror.org/05vt9qd57', 'https://ror.org/0168r3w48', 'https://ror.org/03xjwb503', 'https://ror.org/044yd9t77', 'https://ror.org/047s2c258', 'https://ror.org/03b94tp07', 'https://ror.org/01y2jtd41', 'https://ror.org/04xfq0f34', 'https://ror.org/046rm7j60', 'https://ror.org/03cve4549', 'https://ror.org/01f5ytq51', 'https://ror.org/020hgte69', 'https://ror.org/00hx57361', 'https://ror.org/00cv9y106']","['https://ror.org/03eh3y714', 'https://ror.org/01070mq45', 'https://ror.org/0547yzj13', 'https://ror.org/05m7pjf47', 'https://ror.org/041nk4h53', 'https://ror.org/03v0r5n49', 'https://ror.org/05g3dte14', 'https://ror.org/059636586', 'https://ror.org/00aamz256', 'https://ror.org/05g3mes96', 'https://ror.org/03x8rhq63', 'https://ror.org/040kx1j83', 'https://ror.org/01r2c3v86', 'https://ror.org/001tmjg57', 'https://ror.org/01vj6ck58', 'https://ror.org/0198v2949', 'https://ror.org/05vss7635', 'https://ror.org/05kzjxq56', 'https://ror.org/05j3snm48', 'https://ror.org/04h9pn542', 'https://ror.org/00aft1q37', 'https://ror.org/02qjrjx09', 'https://ror.org/047s2c258', 'https://ror.org/03y7q9t39', 'https://ror.org/00bas1c41', 'https://ror.org/02mw21745', 'https://ror.org/04q78tk20', 'https://ror.org/01x2x1522', 'https://ror.org/03gq8fr08', 'https://ror.org/02vv5y108', 'https://ror.org/03eqd4a41', 'https://ror.org/00a2xv884', 'https://ror.org/00za53h95', 'https://ror.org/03kn4xv14', 'https://ror.org/0420db125', 'https://ror.org/05a28rw58', 'https://ror.org/00z34yn88', 'https://ror.org/02r2k1c68', 'https://ror.org/00nzsxq20', 'https://ror.org/03nadee84', 'https://ror.org/02wnmk332', 'https://ror.org/040c17130', 'https://ror.org/00m6w7z96', 'https://ror.org/02yg0nm07', 'https://ror.org/01ggx4157', 'https://ror.org/035dsb084', 'https://ror.org/006gksa02', 'https://ror.org/03znpfq81', 'https://ror.org/017zqws13', 'https://ror.org/04keq6987', 'https://ror.org/02ttsq026', 'https://ror.org/04xreqs31', 'https://ror.org/04gzb2213', 'https://ror.org/058t6p923', 'https://ror.org/03awzbc87', 'https://ror.org/05p1j8758', 'https://ror.org/02avf8f85', 'https://ror.org/02phn5242', 'https://ror.org/035seyp42', 'https://ror.org/03a5qrr21', 'https://ror.org/02drrjp49', 'https://ror.org/008x57b05', 'https://ror.org/01zqcg218', 'https://ror.org/01st30669', 'https://ror.org/04jgqpc26', 'https://ror.org/03cx6bg69', 'https://ror.org/04atsbb87', 'https://ror.org/036trcv74', 'https://ror.org/0064kty71', 'https://ror.org/022hq6c49', 'https://ror.org/02jv3k292', 'https://ror.org/01y64my43', 'https://ror.org/00cv9y106', 'https://ror.org/00mkhxb43', 'https://ror.org/03bp5hc83', 'https://ror.org/03p9gxz72', 'https://ror.org/00dn4t376', 'https://ror.org/04j0x0h93', 'https://ror.org/03xejxm22', 'https://ror.org/02teq1165', 'https://ror.org/00987cb86', 'https://ror.org/02pq29p90', 'https://ror.org/014weej12', 'https://ror.org/05qwgg493', 'https://ror.org/02y3ad647', 'https://ror.org/01swcva92', 'https://ror.org/02vm5rt34', 'https://ror.org/006e5kg04', 'https://ror.org/0491yz035', 'https://ror.org/05bqach95', 'https://ror.org/049jf1a25', 'https://ror.org/008zs3103', 'https://ror.org/02dqehb95', 'https://ror.org/03e1sv842', 'https://ror.org/015kcdd40', 'https://ror.org/043mer456', 'https://ror.org/05gq02987', 'https://ror.org/00tp8bz22', 'https://ror.org/04gnjpq42', 'https://ror.org/047yk3s18', 'https://ror.org/00y0xnp53', 'https://ror.org/0276rjc88', 'https://ror.org/00944ve71', 'https://ror.org/00twb6c09', 'https://ror.org/05k705z76', 'https://ror.org/046865y68', 'https://ror.org/01y2jtd41', 'https://ror.org/00m31ft63', 'https://ror.org/005781934', 'https://ror.org/01f5ytq51', 'https://ror.org/03xrrjk67', 'https://ror.org/05wxkj555', 'https://ror.org/042nb2s44', 'https://ror.org/0153tk833', 'https://ror.org/0524sp257', 'https://ror.org/03ha2q922', 'https://ror.org/04t3en479', 'https://ror.org/01wjejq96', 'https://ror.org/00pg6eq24', 'https://ror.org/03ht1xw27', 'https://ror.org/04wecwh56', 'https://ror.org/00wk2mp56', 'https://ror.org/059sp8j34', 'https://ror.org/01qg3j183', 'https://ror.org/0208vgz68', 'https://ror.org/022kthw22', 'https://ror.org/00c32gy34', 'https://ror.org/02495e989', 'https://ror.org/04c4dkn09', 'https://ror.org/036jqmy94', 'https://ror.org/00af3sa43', 'https://ror.org/05x2bcf33', 'https://ror.org/03z9tma90', 'https://ror.org/02mhbdp94', 'https://ror.org/00ad27c73', 'https://ror.org/00g30e956', 'https://ror.org/05symbg58', 'https://ror.org/01r9htc13', 'https://ror.org/025rrx658', 'https://ror.org/0424j7c73', 'https://ror.org/04p2sbk06', 'https://ror.org/00rs6vg23', 'https://ror.org/033jvzr14', 'https://ror.org/02mpq6x41', 'https://ror.org/05m1gnk07', 'https://ror.org/05478fx36', 'https://ror.org/03p2z7827', 'https://ror.org/041kmwe10', 'https://ror.org/02d6sp246', 'https://ror.org/02v89pq06', 'https://ror.org/05bnh6r87', 'https://ror.org/024d6js02', 'https://ror.org/0046rz373', 'https://ror.org/01hys1667', 'https://ror.org/020f3ap87', 'https://ror.org/05vt9qd57', 'https://ror.org/039shy520', 'https://ror.org/04xfq0f34', 'https://ror.org/046rm7j60', 'https://ror.org/01gb99w41', 'https://ror.org/05en5nh73', 'https://ror.org/020hgte69', 'https://ror.org/00hx57361']"
2311.18740,https://ror.org/00hx57361,Princeton University,False Positive (wrongly predicted),[],"['https://ror.org/013meh722', 'https://ror.org/04d836q62', 'https://ror.org/0472cxd90', 'https://ror.org/039bjqg32', 'https://ror.org/03tcppy59', 'https://ror.org/04ers2y35', 'https://ror.org/00hx57361']"
2311.00834,https://ror.org/0566a8c54,University of North Carolina,False Negative (missed),"['https://ror.org/04p491231', 'https://ror.org/0566a8c54', 'https://ror.org/00py81415']","['https://ror.org/00scwqd12', 'https://ror.org/04p491231', 'https://ror.org/04tj63d06', 'https://ror.org/01q1z8k08', 'https://ror.org/01y64my43', 'https://ror.org/00py81415']"
2311.17314,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),"['https://ror.org/02kkvpp62', 'https://ror.org/044yd9t77', 'https://ror.org/0281dp749', 'https://ror.org/02nv7yv05', 'https://ror.org/04gyf1771', 'https://ror.org/04xfq0f34', 'https://ror.org/00g30e956', 'https://ror.org/05bqach95', 'https://ror.org/023b0x485', 'https://ror.org/03cve4549', 'https://ror.org/03a1kwz48', 'https://ror.org/03xjwb503', 'https://ror.org/05n3dz165']","['https://ror.org/05sgb8g78', 'https://ror.org/02gp4e279', 'https://ror.org/02nv7yv05', 'https://ror.org/00mcjh785', 'https://ror.org/0220qvk04', 'https://ror.org/01vyrm377', 'https://ror.org/041zkgm14', 'https://ror.org/00x27da85', 'https://ror.org/05vf0dg29', 'https://ror.org/00pg6eq24', 'https://ror.org/00se2k293', 'https://ror.org/00v5gqm66', 'https://ror.org/028wp3y58', 'https://ror.org/04teye511', 'https://ror.org/05n3dz165', 'https://ror.org/027rw9342', 'https://ror.org/04c4dkn09', 'https://ror.org/03mqfn238', 'https://ror.org/05d2yfz11', 'https://ror.org/010pmpe69', 'https://ror.org/00ad27c73', 'https://ror.org/00g30e956', 'https://ror.org/01a1xfd09', 'https://ror.org/05bqach95', 'https://ror.org/01rxvg760', 'https://ror.org/01nffqt88', 'https://ror.org/022k4wk35', 'https://ror.org/01r9htc13', 'https://ror.org/01m8p7q42', 'https://ror.org/01yqg2h08', 'https://ror.org/00wjc7c48', 'https://ror.org/049jf1a25', 'https://ror.org/01ynf4891', 'https://ror.org/00fw8bp86', 'https://ror.org/0207yh398', 'https://ror.org/01585b035', 'https://ror.org/033vjfk17', 'https://ror.org/03a64bh57', 'https://ror.org/01y1kjr75', 'https://ror.org/02v51f717', 'https://ror.org/04twccc71', 'https://ror.org/0587ef340', 'https://ror.org/023b0x485', 'https://ror.org/024d6js02', 'https://ror.org/00240q980', 'https://ror.org/023rhb549', 'https://ror.org/017zhmm22', 'https://ror.org/03xjwb503', 'https://ror.org/044yd9t77', 'https://ror.org/02xe5ns62', 'https://ror.org/04qr5t414', 'https://ror.org/059djzq42', 'https://ror.org/01dg47b60', 'https://ror.org/02k8cbn47', 'https://ror.org/03gnr7b55', 'https://ror.org/039shy520', 'https://ror.org/04xfq0f34', 'https://ror.org/04bmzpd39', 'https://ror.org/046rm7j60', 'https://ror.org/04ypx8c21', 'https://ror.org/00js3aw79', 'https://ror.org/05bsp2531', 'https://ror.org/0064kty71', 'https://ror.org/02c9qn167', 'https://ror.org/02ap3w078', 'https://ror.org/057qpr032', 'https://ror.org/03cve4549', 'https://ror.org/03a1kwz48', 'https://ror.org/05qbk4x57']"
2311.05421,https://ror.org/05591te55,Ludwig-Maximilians-Universität München,False Positive (wrongly predicted),"['https://ror.org/02kkvpp62', 'https://ror.org/0281dp749', 'https://ror.org/026vcq606', 'https://ror.org/052gg0110']","['https://ror.org/02kkvpp62', 'https://ror.org/026vcq606', 'https://ror.org/052gg0110', 'https://ror.org/04fq9j139', 'https://ror.org/00cfam450', 'https://ror.org/05591te55']"
2311.11989,https://ror.org/00hx57361,Princeton University,False Positive (wrongly predicted),['https://ror.org/00vtgdb53'],"['https://ror.org/00vtgdb53', 'https://ror.org/00hx57361']"
2311.00780,https://ror.org/02gh4kt33,Italian Institute for Astrophysics (INAF),False Positive (wrongly predicted),[],"['https://ror.org/04p491231', 'https://ror.org/0171mag52', 'https://ror.org/04teye511', 'https://ror.org/037s24f05', 'https://ror.org/02gh4kt33', 'https://ror.org/02vm5rt34', 'https://ror.org/01pxwe438', 'https://ror.org/046a9q865', 'https://ror.org/01ee9ar58', 'https://ror.org/05gzmn429', 'https://ror.org/00f7hpc57', 'https://ror.org/00rs6vg23', 'https://ror.org/02qskvh78', 'https://ror.org/01111rn36', 'https://ror.org/00sgdxg36', 'https://ror.org/01pp8nd67', 'https://ror.org/02zsxwr40', 'https://ror.org/01vhnrs90', 'https://ror.org/00pwqz914', 'https://ror.org/04hx2r306', 'https://ror.org/02yyma482', 'https://ror.org/05kr7zx86', 'https://ror.org/047s2c258', 'https://ror.org/02gfys938', 'https://ror.org/01j903a45', 'https://ror.org/03c3r2d17', 'https://ror.org/00390t168', 'https://ror.org/00gqsp710', 'https://ror.org/00f54p054', 'https://ror.org/00jmfr291', 'https://ror.org/00y4zzh67', 'https://ror.org/02dgjyy92', 'https://ror.org/00za53h95']"
2311.18039,https://ror.org/00jc20583,University of Colorado,False Negative (missed),['https://ror.org/00jc20583'],"['https://ror.org/03k1gpj17', 'https://ror.org/005x9g035', 'https://ror.org/04wbsq162']"
2311.13900,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),[],['https://ror.org/046rm7j60']
2311.10140,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),[],"['https://ror.org/04f2nsd36', 'https://ror.org/00c9gth79', 'https://ror.org/04zfme737', 'https://ror.org/00hpz7z43', 'https://ror.org/0320bge18', 'https://ror.org/046rm7j60', 'https://ror.org/02cafbr77', 'https://ror.org/01nrxwf90', 'https://ror.org/02kx1hs47', 'https://ror.org/016kj2436', 'https://ror.org/01ynf4891']"
2311.11906,https://ror.org/00jc20583,University of Colorado,False Negative (missed),['https://ror.org/00jc20583'],"['https://ror.org/03fgcf430', 'https://ror.org/04dese585', 'https://ror.org/02hh7en24', 'https://ror.org/05xpvk416', 'https://ror.org/02ttsq026']"
2311.17844,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),"['https://ror.org/03r8z3t63', 'https://ror.org/019wvm592', 'https://ror.org/01an7q238']","['https://ror.org/00ydnew86', 'https://ror.org/019wvm592', 'https://ror.org/01an7q238', 'https://ror.org/00e73ws79', 'https://ror.org/02dxgk712', 'https://ror.org/046rm7j60', 'https://ror.org/03r8z3t63']"
